row_key,agbd_mu,clim_pr,clim_tmmx,clim_aet
185,,101.8125,19.220833333333335,771.7708333333334
186,,101.8125,19.220833333333335,771.7708333333334
187,,101.8125,19.220833333333335,771.7708333333334
188,,101.8125,19.220833333333335,771.7708333333334
189,,101.8125,19.220833333333335,771.7708333333334
190,520.7814331054688,102.75,18.866666666666667,768.7291666666666
191,520.7814331054688,102.75,18.866666666666667,768.7291666666666
192,404.1302185058594,102.75,18.866666666666667,768.7291666666666
193,404.1302185058594,102.75,18.866666666666667,768.7291666666666
194,262.9866943359375,102.75,18.866666666666667,768.7291666666666
195,262.9866943359375,102.75,18.866666666666667,768.7291666666666
196,172.13294982910156,102.75,18.866666666666667,768.7291666666666
197,172.13294982910156,103.29166666666667,18.66875,767.75
198,247.06565856933594,103.29166666666667,18.66875,767.75
199,247.06565856933594,103.29166666666667,18.66875,767.75
200,191.22984313964844,103.29166666666667,18.66875,767.75
201,191.22984313964844,103.29166666666667,18.66875,767.75
202,231.92135620117188,103.29166666666667,18.66875,767.75
203,,101.8125,19.220833333333335,771.7708333333334
204,,101.8125,19.220833333333335,771.7708333333334
205,,101.8125,19.220833333333335,771.7708333333334
206,,101.8125,19.220833333333335,771.7708333333334
207,541.40185546875,101.8125,19.220833333333335,771.7708333333334
208,343.04248046875,102.75,18.866666666666667,768.7291666666666
209,343.04248046875,102.75,18.866666666666667,768.7291666666666
210,250.2613067626953,102.75,18.866666666666667,768.7291666666666
211,250.2613067626953,102.75,18.866666666666667,768.7291666666666
212,229.02879333496094,102.75,18.866666666666667,768.7291666666666
213,229.02879333496094,102.75,18.866666666666667,768.7291666666666
214,210.98556518554688,103.29166666666667,18.66875,767.75
215,232.30230712890625,103.29166666666667,18.66875,767.75
216,232.30230712890625,103.29166666666667,18.66875,767.75
217,249.01329040527344,103.29166666666667,18.66875,767.75
218,249.01329040527344,103.29166666666667,18.66875,767.75
219,223.11618041992188,103.29166666666667,18.66875,767.75
220,,101.8125,19.220833333333335,771.7708333333334
221,,101.8125,19.220833333333335,771.7708333333334
222,,101.8125,19.220833333333335,771.7708333333334
223,,101.8125,19.220833333333335,771.7708333333334
224,343.04248046875,102.75,18.866666666666667,768.7291666666666
225,343.04248046875,102.75,18.866666666666667,768.7291666666666
226,250.2613067626953,102.75,18.866666666666667,768.7291666666666
227,250.2613067626953,102.75,18.866666666666667,768.7291666666666
228,229.02879333496094,102.75,18.866666666666667,768.7291666666666
229,229.02879333496094,102.75,18.866666666666667,768.7291666666666
230,210.98556518554688,102.75,18.866666666666667,768.7291666666666
231,210.98556518554688,103.29166666666667,18.66875,767.75
232,232.30230712890625,103.29166666666667,18.66875,767.75
233,232.30230712890625,103.29166666666667,18.66875,767.75
234,249.01329040527344,103.29166666666667,18.66875,767.75
235,249.01329040527344,103.29166666666667,18.66875,767.75
236,223.11618041992188,103.29166666666667,18.66875,767.75
237,,101.8125,19.220833333333335,771.7708333333334
238,,101.8125,19.220833333333335,771.7708333333334
239,,101.8125,19.220833333333335,771.7708333333334
240,343.04248046875,102.75,18.866666666666667,768.7291666666666
241,250.2613067626953,102.75,18.866666666666667,768.7291666666666
242,250.2613067626953,102.75,18.866666666666667,768.7291666666666
243,229.02879333496094,102.75,18.866666666666667,768.7291666666666
244,210.98556518554688,102.75,18.866666666666667,768.7291666666666
245,210.98556518554688,103.29166666666667,18.66875,767.75
246,232.30230712890625,103.29166666666667,18.66875,767.75
247,232.30230712890625,103.29166666666667,18.66875,767.75
248,249.01329040527344,103.29166666666667,18.66875,767.75
249,249.01329040527344,103.29166666666667,18.66875,767.75
250,223.11618041992188,103.29166666666667,18.66875,767.75
251,223.11618041992188,103.29166666666667,18.66875,767.75
252,,101.8125,19.220833333333335,771.7708333333334
253,279.52117919921875,101.8125,19.220833333333335,771.7708333333334
254,279.52117919921875,101.8125,19.220833333333335,771.7708333333334
255,353.4938049316406,102.75,18.866666666666667,768.7291666666666
256,143.53138732910156,103.29166666666667,18.66875,767.75
257,155.2139892578125,103.29166666666667,18.66875,767.75
258,155.2139892578125,103.29166666666667,18.66875,767.75
259,155.2139892578125,103.29166666666667,18.66875,767.75
260,312.19500732421875,103.29166666666667,18.66875,767.75
261,312.19500732421875,103.29166666666667,18.66875,767.75
262,168.28878784179688,103.29166666666667,18.66875,767.75
263,155.2139892578125,103.29166666666667,18.66875,767.75
264,155.2139892578125,103.29166666666667,18.66875,767.75
265,155.2139892578125,103.29166666666667,18.66875,767.75
266,312.19500732421875,103.29166666666667,18.66875,767.75
267,312.19500732421875,103.29166666666667,18.66875,767.75
268,168.28878784179688,103.29166666666667,18.66875,767.75
269,168.28878784179688,103.29166666666667,18.66875,767.75
270,172.5799560546875,103.29166666666667,18.66875,767.75
271,172.5799560546875,103.29166666666667,18.66875,767.75
272,242.39231872558594,103.29166666666667,18.66875,767.75
273,242.39231872558594,103.29166666666667,18.66875,767.75
274,309.3490905761719,103.29166666666667,18.66875,767.75
275,309.3490905761719,103.29166666666667,18.66875,767.75
276,172.5799560546875,103.29166666666667,18.66875,767.75
277,242.39231872558594,103.29166666666667,18.66875,767.75
278,242.39231872558594,103.29166666666667,18.66875,767.75
279,309.3490905761719,103.29166666666667,18.66875,767.75
280,309.3490905761719,103.29166666666667,18.66875,767.75
281,242.39231872558594,103.29166666666667,18.66875,767.75
282,242.39231872558594,103.29166666666667,18.66875,767.75
283,309.3490905761719,103.29166666666667,18.66875,767.75
284,309.3490905761719,103.29166666666667,18.66875,767.75
285,35.38594436645508,99.66666666666667,17.552083333333336,737.3125
286,225.4143524169922,99.66666666666667,17.552083333333336,737.3125
287,263.9351501464844,99.66666666666667,17.552083333333336,737.3125
288,309.5140075683594,99.70833333333333,18.572916666666664,751.3125
289,270.88433837890625,99.66666666666667,17.552083333333336,737.3125
290,227.33737182617188,99.66666666666667,17.552083333333336,737.3125
291,320.940185546875,101.0,17.983333333333334,745.9166666666666
292,318.2440185546875,101.0,17.983333333333334,745.9166666666666
293,237.84326171875,99.625,18.564583333333335,753.5833333333334
294,247.74664306640625,99.625,18.564583333333335,753.5833333333334
295,252.7909393310547,99.625,18.564583333333335,753.5833333333334
296,166.6536865234375,99.625,18.564583333333335,753.5833333333334
297,38.70785140991211,101.0,17.983333333333334,745.9166666666666
298,253.88906860351562,101.0,17.983333333333334,745.9166666666666
299,254.9475860595703,99.625,18.564583333333335,753.5833333333334
300,220.62290954589844,99.625,18.564583333333335,753.5833333333334
301,243.0908660888672,99.625,18.564583333333335,753.5833333333334
302,197.7089385986328,99.625,18.564583333333335,753.5833333333334
303,211.10690307617188,99.625,18.564583333333335,753.5833333333334
304,208.63685607910156,99.625,18.564583333333335,753.5833333333334
305,,98.33333333333333,18.345833333333335,748.9375
306,288.25140380859375,101.0,17.983333333333334,745.9166666666666
307,197.7089385986328,99.625,18.564583333333335,753.5833333333334
308,,98.33333333333333,18.345833333333335,748.9375
309,252.5236358642578,101.0,17.983333333333334,745.9166666666666
310,246.43597412109375,99.625,18.564583333333335,753.5833333333334
311,225.6911163330078,99.625,18.564583333333335,753.5833333333334
312,,98.625,18.65625,753.1041666666666
313,274.6356506347656,99.625,18.564583333333335,753.5833333333334
314,208.01260375976562,99.625,18.564583333333335,753.5833333333334
315,263.723388671875,99.625,18.564583333333335,753.5833333333334
316,271.9342346191406,99.625,18.564583333333335,753.5833333333334
317,,98.625,18.65625,753.1041666666666
318,,98.625,18.65625,753.1041666666666
319,,98.625,18.65625,753.1041666666666
320,364.8092041015625,98.625,18.65625,753.1041666666666
321,,98.625,18.65625,753.1041666666666
322,,98.625,18.65625,753.1041666666666
323,,98.33333333333333,18.345833333333335,748.9375
324,290.15765380859375,98.625,18.65625,753.1041666666666
325,274.7635498046875,98.625,18.65625,753.1041666666666
326,,98.625,18.65625,753.1041666666666
