row_key,hh_point,hv_point,hh_gauss,hv_gauss,hh_boxcar,hv_boxcar
87,-6.134098345269848,-9.548807444734479,-6.0918816172799035,-10.28847312165389,-6.103070662190149,-10.364997888438566
88,-4.474180262302724,-9.71656589276138,-7.514114326899007,-10.867731184532502,-7.026721546888365,-11.098585254113651
89,-6.619656026218806,-12.910582750111615,-8.52818959921457,-12.547557807627824,-7.757271534998975,-11.781767984208642
90,-5.545223450546629,-8.718436700362886,-6.634227476963109,-10.469369923765601,-6.843562267384256,-11.391551964168151
91,-3.5819100369243273,-8.833281946354731,-5.600971731986416,-10.334924886524782,-7.305937732409851,-11.47680765145291
92,-9.199624384226098,-16.84580153190386,-8.639277189577143,-13.204762456220273,-8.12428285126437,-12.440150463805583
93,-2.135112919830334,-9.535894364419093,-5.272985343268064,-11.56703482548628,-6.583359492246371,-11.396586559641179
94,-6.592029545920369,-9.339059235223004,-7.695409922391672,-9.877508166761116,-6.8255531769767135,-9.56713741111558
95,-5.208363957007521,-11.854669422601916,-7.0304266169040295,-12.158918168420762,-7.421628487069398,-11.513026143771587
96,-9.73163575494641,-13.083564932281888,-7.486484759025361,-11.143633256679488,-7.111360544556647,-11.726159507032767
97,-7.658367572733553,-14.558056737365789,-7.380694651682238,-11.289308098273276,-6.794658054432833,-10.358155898250494
98,-7.71647735219338,-15.15309689277592,-7.938136246438182,-14.25695806185989,-8.10383911267863,-13.866514806820707
99,-7.011810407697453,-10.737969660661747,-7.053388644393212,-10.957800623127142,-7.413578044489526,-10.854097644567528
100,-6.42551345722417,-7.8051326480455,-7.836159679906385,-9.51553540384297,-6.899121418518347,-10.386672479650112
101,-9.292331803970256,-11.549538043007246,-7.567560404995909,-10.763748287743464,-7.435557155459259,-10.420834854621619
102,-7.147964376700671,-9.297710619069207,-7.9841362422249675,-9.966774579869746,-7.864199435188776,-10.239706683310704
103,-6.741732867142886,-13.036546787269117,-7.570550214822762,-11.512916933076488,-7.315689742424427,-10.414392952835469
104,-3.4299986137708203,-9.69401001000206,-5.037730880466132,-9.86832509106301,-6.442119001637559,-9.908897726879399
105,-4.852847837376544,-9.707160488877491,-6.264371774713846,-10.319629863205257,-7.0623208978814915,-10.892598383063545
106,-5.824445253891014,-7.242292981181507,-6.627659652544971,-9.814147215172753,-6.3808777383596205,-10.668192957766372
107,-6.4629610435871285,-8.493203681805255,-6.138384423113614,-10.181260561104066,-6.575506438860652,-10.930745065718973
108,-10.930616805323226,-15.058589000811821,-8.997000182867135,-14.14154056094842,-8.65808164964726,-13.231801376377184
109,-8.777358553863166,-12.959655703457045,-7.301093534223506,-11.63408885633132,-7.449904301871385,-11.516371789318743
110,-7.035276472641286,-12.281465172088616,-7.29284698401264,-12.161602205629874,-7.99846481160088,-11.808619374165692
111,-8.572032489569892,-11.910216799923617,-7.377915134713535,-10.672125018342104,-7.182268401060436,-10.716916166425374
112,-5.67425321831611,-10.607699885143873,-5.696079482623506,-10.047876694342449,-5.928990744861948,-10.832966902707044
113,-6.187842419814203,-9.782690439922618,-6.5269285192619195,-11.108635114422398,-7.09275758416991,-11.681474332074709
114,-6.592029545920369,-12.548507346176464,-7.068146816241973,-11.77491580472733,-6.597152885444443,-10.629163780045284
115,-9.384227769866357,-11.971000040542492,-7.796594351078847,-11.452311026564614,-7.682241984522469,-11.432687366571933
116,-4.10639932237379,-9.558042841285655,-7.240645034383754,-11.2555764615969,-7.485703600593975,-11.68270347834391
117,-6.799384271883213,-5.963829715435253,-5.885245228421442,-8.8872556129701,-5.7745733501473,-9.868985686609784
118,-6.68446159403274,-13.24874879487244,-7.586910391287288,-12.09757760424997,-8.763383762974694,-12.193482183726319
119,-8.2434298820843,-12.595571282360794,-8.613931684658748,-11.71025292594791,-8.961878532117943,-10.928542809865855
120,-1.8710508305016589,-12.005225374702022,-4.856306041572059,-10.364985645811737,-6.577085906083779,-10.490032432613065
121,-7.118608320367358,-10.272248283736872,-6.858649245521341,-11.617826503372923,-6.840973397172432,-11.85110308782802
122,-7.700048014302382,-13.674513564214166,-6.78977148973772,-12.720559119906452,-6.587741078365819,-11.98298306922877
123,-5.7752876273192015,-10.280277763983335,-5.494900047666393,-10.195839807500295,-5.622118548799803,-10.245789772930113
124,-6.998036396504489,-11.03075599051698,-7.575448564306807,-10.240415554754277,-8.201127094083018,-10.086935752802443
125,-9.321057384969762,-12.621828526171726,-7.397344520639107,-10.570297197395202,-6.819481536034362,-10.741387017073613
126,-3.997573049772541,-9.893388839813184,-6.007770296381414,-10.612772592363877,-7.33964933266884,-11.850997341268059
127,-6.7337188210833006,-8.814600780483389,-6.13892259350719,-9.1172289901948,-5.7443404110064025,-9.458867817574816
128,-9.048439326977743,-11.03732708373525,-7.83074446817793,-10.750449970437668,-7.263485884250162,-10.939593056928723
129,-6.954105772050724,-10.184410453102856,-7.881340735350851,-10.350914317779493,-8.137242644232643,-11.171009573403776
130,-7.948276425191821,-15.925521248221017,-6.573199994754103,-11.68763300962075,-5.619750065315625,-10.02016374029448
131,-7.575601961009326,-11.773201170821977,-6.43328335159648,-11.59326863630179,-6.441023441781073,-11.941424371381375
132,-8.683274496700122,-12.342365611852046,-6.8323280686469,-12.16657291780825,-6.976354368795468,-12.147815994128688
133,-9.920321852518626,-9.707160488877491,-6.477302809345079,-9.710098754894828,-6.424559989953462,-10.766907721525897
134,-3.6846807163462785,-6.885905911322709,-6.102476448994564,-9.385118329000816,-5.55343559051033,-9.459903624220052
135,-7.4645239517578545,-12.108718050079133,-7.256832853829569,-11.881329877574107,-6.892658885877638,-11.499568994221907
136,-7.233803757858993,-8.834982228172436,-8.119881284306755,-11.975948709128783,-9.016498899167424,-13.216064874792009
137,-12.04450589224355,-13.955068509591257,-9.997505923709284,-13.885265977585227,-8.654847641649093,-13.112052733759707
138,-6.4629610435871285,-12.00032777680623,-6.8322850367046,-11.534877770204401,-7.20100084211123,-10.927065244179524
139,-7.559436693502903,-7.713487887480326,-6.914883812824479,-10.033074544180229,-6.779832389444316,-10.937102226591792
140,-6.852005744810299,-13.8242223657831,-7.058099405276952,-11.671746854901246,-7.3844930846650865,-11.505808157625113
141,-7.652429517716399,-10.889589531250621,-6.975414801512406,-12.053177167030402,-6.667384124821879,-11.968743536216362
142,-5.061763183479499,-8.424810496642507,-6.25991343796507,-10.758914684660303,-7.042706158328398,-10.869630517750988
143,-6.053483384291525,-12.496511443294565,-6.213832636840365,-11.052843519166508,-6.660743795753421,-11.888970305323008
144,-6.527907432896839,-11.440977445404897,-6.632275439538548,-12.125311697014933,-6.4911322582520885,-11.88104758888001
145,-4.121210710555673,-10.23221184669329,-7.05038113674476,-10.602066688425195,-7.184583694362846,-10.892799385664432
146,-4.585014774485828,-8.671585323068896,-8.092788598855206,-11.559387946168478,-8.358282772499358,-12.256913124372918
